Position[X] (m),Position[Y] (m),Position[Z] (m)
-6.84706332901133E-18,-0.098911008563132,0.052176619650208
-8.73083916073125E-18,-0.098911008563132,0.04173342056286
-1.06146149924512E-17,-0.098911008563132,0.031290221475512
-1.24983908241711E-17,-0.098911008563132,0.020847022388164
-1.4382166655891E-17,-0.098911008563132,0.010403823300816
-1.62659424876109E-17,-0.098911008563132,-3.93757865326805E-05
-1.81497183193308E-17,-0.098911008563132,-0.010482574873881
-2.00334941510508E-17,-0.098911008563132,-0.020925773961229
-2.19172699827707E-17,-0.098911008563132,-0.031368973048577
-2.38010458144906E-17,-0.098911008563132,-0.041812172135925
-2.56848216462105E-17,-0.098911008563132,-0.052255371223273
-6.84706332901133E-18,-0.07910157177792,0.052176619650208
-8.73083916073125E-18,-0.07910157177792,0.04173342056286
-1.06146149924512E-17,-0.07910157177792,0.031290221475512
-1.24983908241711E-17,-0.07910157177792,0.020847022388164
-1.4382166655891E-17,-0.07910157177792,0.010403823300816
-1.62659424876109E-17,-0.07910157177792,-3.93757865326805E-05
-1.81497183193308E-17,-0.07910157177792,-0.010482574873881
-2.00334941510508E-17,-0.07910157177792,-0.020925773961229
-2.19172699827707E-17,-0.07910157177792,-0.031368973048577
-2.38010458144906E-17,-0.07910157177792,-0.041812172135925
-2.56848216462105E-17,-0.07910157177792,-0.052255371223273
-6.84706332901133E-18,-0.059292134992708,0.052176619650208
-8.73083916073125E-18,-0.059292134992708,0.04173342056286
-1.06146149924512E-17,-0.059292134992708,0.031290221475512
-1.24983908241711E-17,-0.059292134992708,0.020847022388164
-1.4382166655891E-17,-0.059292134992708,0.010403823300816
-1.62659424876109E-17,-0.059292134992708,-3.93757865326805E-05
-1.81497183193308E-17,-0.059292134992708,-0.010482574873881
-2.00334941510508E-17,-0.059292134992708,-0.020925773961229
-2.19172699827707E-17,-0.059292134992708,-0.031368973048577
-2.38010458144906E-17,-0.059292134992708,-0.041812172135925
-2.56848216462105E-17,-0.059292134992708,-0.052255371223273
-6.84706332901133E-18,-0.039482698207496,0.052176619650208
-8.73083916073125E-18,-0.039482698207496,0.04173342056286
-1.06146149924512E-17,-0.039482698207496,0.031290221475512
